Period,Project_ID,Division,Funding_Mechanism,Budget_Revenue,Actual_Revenue,Budget_FTE_Hours,Actual_FTE_Hours,Budget_Labor_Recovery,Actual_Labor_Recovery,Budget_Direct_Labor_Cost,Actual_Direct_Labor_Cost,Budget_Lab_OpEx,Actual_Lab_OpEx,Budget_Overhead,Actual_Overhead,Budget_Depreciation,Actual_Depreciation
2026-04-01,RND-108,Ecosystem & Environmental Risk,International Research Consortium,112612.93844266498,112282.41397452504,926.3867580094474,898.0658289588127,136195.54779643982,132031.86085596227,67163.03995568493,66038.2852901158,22327.04444531715,25474.468198370017,20270.328919679694,20270.328919679694,5103.794630885001,5103.794630885001
2026-05-01,RND-108,Ecosystem & Environmental Risk,International Research Consortium,112612.93844266498,120919.03516046389,926.3867580094474,872.8068918117153,136195.54779643982,128318.34190530634,67163.03995568493,63225.32109521573,22327.04444531715,24868.96352309081,20270.328919679694,20270.328919679694,5103.794630885001,5358.984362429252
2026-06-01,RND-108,Ecosystem & Environmental Risk,International Research Consortium,112612.93844266498,112669.03648299977,926.3867580094474,915.7405286466965,136195.54779643982,134630.36022495295,67163.03995568493,67576.86968971559,22327.04444531715,23712.519363099484,20270.328919679694,20270.328919679694,5103.794630885001,5358.984362429252
2025-07-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,61155.257255115066,359.19256973377713,323.27854960800204,62885.77017412761,56598.1099997192,26041.461305698842,23618.51091694844,16201.559477737332,15054.523806379219,13372.269918770067,13372.269918770067,13224.452860235713,13224.452860235713
2025-08-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,85764.55079133317,359.19256973377713,350.99425472530555,62885.77017412761,61450.44718339882,26041.461305698842,26306.94097060519,16201.559477737332,15201.173642105223,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2025-09-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,82644.31089750072,359.19256973377713,332.29158245199596,62885.77017412761,58176.07001269874,26041.461305698842,24863.085672800076,16201.559477737332,17429.882620414926,13372.269918770067,13372.269918770067,13224.452860235713,13224.452860235713
2025-10-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,72913.24133317888,359.19256973377713,327.39528542641244,62885.77017412761,57318.84902485002,26041.461305698842,24609.04564237672,16201.559477737332,16797.420691381503,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2025-11-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,73131.18360475186,359.19256973377713,346.0720912756351,62885.77017412761,60588.697621917396,26041.461305698842,25888.21515246347,16201.559477737332,14200.722421431532,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2025-12-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,79012.14694037613,359.19256973377713,334.1128323514048,62885.77017412761,58494.926003202,26041.461305698842,24858.77200634627,16201.559477737332,19107.209200051395,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2026-01-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,78747.38541040891,359.19256973377713,357.01794847119237,62885.77017412761,62505.04756331182,26041.461305698842,26310.97702902347,16201.559477737332,20375.313632771744,13372.269918770067,13372.269918770067,13224.452860235713,13224.452860235713
2026-02-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,72748.09366991205,359.19256973377713,359.2840195135734,62885.77017412761,62901.78077768493,26041.461305698842,26555.53729789393,16201.559477737332,19558.794057743045,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2026-03-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,66100.5899273498,359.19256973377713,359.9567334488614,62885.77017412761,63019.5564153013,26041.461305698842,26578.82239087304,16201.559477737332,18404.849571617015,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2026-04-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,62376.72627425723,359.19256973377713,346.8198411024502,62885.77017412761,60719.61019561481,26041.461305698842,25993.617267430847,16201.559477737332,17984.570504228403,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2026-05-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,76070.54778521664,359.19256973377713,356.43154716301615,62885.77017412761,62402.383140372585,26041.461305698842,25779.118593163847,16201.559477737332,16234.668081690164,13372.269918770067,13372.269918770067,13224.452860235713,13224.452860235713
2026-06-01,RND-109,Ecosystem & Environmental Risk,Government Crown Core,74290.38843761149,79121.74275588695,359.19256973377713,323.09769683492675,62885.77017412761,56566.447134500704,26041.461305698842,23668.568380276272,16201.559477737332,16566.49540643171,13372.269918770067,13372.269918770067,13224.452860235713,13885.6755032475
2025-07-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,40479.57148133165,953.9402811811751,881.0793979030359,143557.57021357105,132592.80483635794,69160.6703856352,65180.980481531886,6792.295451332774,6880.264301304952,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2025-08-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,40902.65051915828,953.9402811811751,994.7475554013736,143557.57021357105,149698.61829557145,69160.6703856352,72141.37250455093,6792.295451332774,5958.305125405755,7719.228949288928,7719.228949288928,8310.127526517133,8310.127526517133
2025-09-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,42417.07801103895,953.9402811811751,936.9192157037114,143557.57021357105,140996.08617668226,69160.6703856352,68557.55734033635,6792.295451332774,8378.854058195502,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2025-10-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,40549.06904480272,953.9402811811751,1017.5572351664069,143557.57021357105,153131.22541890558,69160.6703856352,75719.20729869638,6792.295451332774,6192.103860489849,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2025-11-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,44884.406555680565,953.9402811811751,985.724692387257,143557.57021357105,148340.77617879596,69160.6703856352,73277.00071286208,6792.295451332774,7008.939518268702,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2025-12-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,43918.102663821235,953.9402811811751,952.7358795551887,143557.57021357105,143376.32095258607,69160.6703856352,71459.29664196922,6792.295451332774,7209.630759792209,7719.228949288928,7719.228949288928,8310.127526517133,8310.127526517133
2026-01-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,46804.245497530945,953.9402811811751,837.6560112891881,143557.57021357105,126058.06047583066,69160.6703856352,61481.94488916668,6792.295451332774,8255.166765849553,7719.228949288928,7719.228949288928,8310.127526517133,8310.127526517133
2026-02-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,37325.47040532228,953.9402811811751,877.3088593610231,143557.57021357105,132025.38005918244,69160.6703856352,63924.83783167986,6792.295451332774,7307.078573637992,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2026-03-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,39082.596062766046,953.9402811811751,786.476448107633,143557.57021357105,118356.09644319896,69160.6703856352,59287.662826106935,6792.295451332774,6561.136263572275,7719.228949288928,7719.228949288928,8310.127526517133,8310.127526517133
2026-04-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,42981.01587579377,953.9402811811751,908.7814064310227,143557.57021357105,136761.6538856813,69160.6703856352,68231.4040982051,6792.295451332774,7440.784009781296,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2026-05-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,38541.52203344194,953.9402811811751,931.9651183172634,143557.57021357105,140250.54874899416,69160.6703856352,67679.39938584267,6792.295451332774,6454.677256633802,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2026-06-01,RND-110,Ecosystem & Environmental Risk,Commercial Enterprise Contract,42884.60527382738,43326.069242630096,953.9402811811751,920.9794125697917,143557.57021357105,138597.3202866888,69160.6703856352,68875.34006202516,6792.295451332774,5990.502738167261,7719.228949288928,7719.228949288928,8310.127526517133,8725.63390284299
2025-07-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,62682.86620243657,804.1218814957963,752.3229359840998,133546.47909460156,124943.8444031635,58298.83640844523,54868.6429526989,11671.483316869293,11414.428306204323,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2025-08-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,64725.463495884476,804.1218814957963,829.39553194582,133546.47909460156,137743.86149288918,58298.83640844523,60165.01016401659,11671.483316869293,11025.485431022396,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2025-09-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,63255.279505297054,804.1218814957963,700.0548794404343,133546.47909460156,116263.3009667136,58298.83640844523,50636.91927910173,11671.483316869293,13950.291811928388,11405.895707385333,11405.895707385333,6362.757627914597,6680.895509310327
2025-10-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,52224.137729606315,804.1218814957963,830.2578898040035,133546.47909460156,137887.07965213852,58298.83640844523,60635.91220194936,11671.483316869293,11484.782864764817,11405.895707385333,11405.895707385333,6362.757627914597,6680.895509310327
2025-11-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,60555.70711218327,804.1218814957963,753.7762860977342,133546.47909460156,125185.21302530145,58298.83640844523,54256.45775489452,11671.483316869293,12810.643437089653,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2025-12-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,65387.270210309856,804.1218814957963,681.5236669704407,133546.47909460156,113185.68520264792,58298.83640844523,51211.251567028085,11671.483316869293,12778.965076080105,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2026-01-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,67205.50511847316,804.1218814957963,758.5486139576734,133546.47909460156,125977.78887411983,58298.83640844523,55015.5113678605,11671.483316869293,14614.296511259578,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2026-02-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,63306.963597389426,804.1218814957963,749.4700360531273,133546.47909460156,124470.04217273308,58298.83640844523,55981.544212239634,11671.483316869293,10983.838658675308,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2026-03-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,63087.02057185019,804.1218814957963,751.5301416442642,133546.47909460156,124812.17917284515,58298.83640844523,54780.34679775155,11671.483316869293,10634.270653584908,11405.895707385333,11405.895707385333,6362.757627914597,6680.895509310327
2026-04-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,51204.06689802046,804.1218814957963,818.2171771055317,133546.47909460156,135887.38927724233,58298.83640844523,58887.11891453686,11671.483316869293,12325.174774215653,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2026-05-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,62282.44280516151,804.1218814957963,802.441195901428,133546.47909460156,133267.35518470948,58298.83640844523,59383.975862197585,11671.483316869293,12434.743750189233,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2026-06-01,RND-111,Biotechnology & Health Solutions,Government Crown Core,63366.08726325185,61212.08980465649,804.1218814957963,755.2247810252729,133546.47909460156,125425.77531070942,58298.83640844523,56853.50509227026,11671.483316869293,12586.916051524848,11405.895707385333,11405.895707385333,6362.757627914597,6362.757627914597
2025-07-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,66207.02012417285,967.9698558355415,854.1305096612957,146986.67658714857,129700.11847985846,70177.81454807676,63087.168801695385,13321.470081083637,14702.339774059621,11418.890561284608,11418.890561284608,8259.419037409909,8672.389989280406
2025-08-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,51775.409948124725,967.9698558355415,934.1867213743415,146986.67658714857,141856.69177490228,70177.81454807676,69756.79715159161,13321.470081083637,14010.716423491636,11418.890561284608,11418.890561284608,8259.419037409909,8672.389989280406
2025-09-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,60105.860033367804,967.9698558355415,953.6453726241324,146986.67658714857,144811.4970933037,70177.81454807676,70004.11300617446,13321.470081083637,16103.746751181483,11418.890561284608,11418.890561284608,8259.419037409909,8259.419037409909
2025-10-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,57391.493318291934,967.9698558355415,826.9092534782525,146986.67658714857,125566.55796167566,70177.81454807676,60805.40641030177,13321.470081083637,13749.128144707665,11418.890561284608,11418.890561284608,8259.419037409909,8259.419037409909
2025-11-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,60228.90152748988,967.9698558355415,937.1351762346752,146986.67658714857,142304.41602827128,70177.81454807676,70192.09195421834,13321.470081083637,15652.105078184142,11418.890561284608,11418.890561284608,8259.419037409909,8672.389989280406
2025-12-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,68177.91715282983,967.9698558355415,943.103718061904,146986.67658714857,143210.74190398617,70177.81454807676,69768.77983542113,13321.470081083637,12669.248327829575,11418.890561284608,11418.890561284608,8259.419037409909,8259.419037409909
2026-01-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,63367.99245434916,967.9698558355415,849.1290965673293,146986.67658714857,128940.65155587351,70177.81454807676,63466.68396872298,13321.470081083637,13660.981507298882,11418.890561284608,11418.890561284608,8259.419037409909,8672.389989280406
2026-02-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,60940.34740768093,967.9698558355415,904.9528916212641,146986.67658714857,137417.52101621142,70177.81454807676,66008.14375993023,13321.470081083637,15374.859265597328,11418.890561284608,11418.890561284608,8259.419037409909,8672.389989280406
2026-03-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,62363.79335470373,967.9698558355415,912.1949117492355,146986.67658714857,138517.22516915624,70177.81454807676,67296.62460963863,13321.470081083637,12716.177860795036,11418.890561284608,11418.890561284608,8259.419037409909,8259.419037409909
2026-04-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,62076.65609852487,967.9698558355415,925.4838468082332,146986.67658714857,140535.15619038465,70177.81454807676,69778.4552931194,13321.470081083637,10937.281941665773,11418.890561284608,11418.890561284608,8259.419037409909,8259.419037409909
2026-05-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,57782.61889162327,967.9698558355415,905.8632802196579,146986.67658714857,137555.7639518504,70177.81454807676,67582.22052729306,13321.470081083637,13587.419760991856,11418.890561284608,11418.890561284608,8259.419037409909,8672.389989280406
2026-06-01,RND-112,Biotechnology & Health Solutions,Government Crown Core,63438.28089602561,66844.45310109998,967.9698558355415,893.5823806287518,146986.67658714857,135690.90358922104,70177.81454807676,64376.68036748539,13321.470081083637,11959.763045190535,11418.890561284608,11418.890561284608,8259.419037409909,8672.389989280406
2025-07-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,73593.48899836586,417.27323035283683,399.9225805518518,67647.67121147073,64834.81151268315,30252.309200580672,29998.634535818423,17797.484917811616,17362.956785105136,14733.355404385255,14733.355404385255,11891.3434570254,11891.3434570254
2025-08-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,80493.14186663342,417.27323035283683,360.2232179098321,67647.67121147073,58398.81409909053,30252.309200580672,26035.364268990645,17797.484917811616,18629.512688700146,14733.355404385255,14733.355404385255,11891.3434570254,12485.91062987667
2025-09-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,76496.84867087919,417.27323035283683,369.91121995460225,67647.67121147073,59969.41755349018,30252.309200580672,26686.56138012796,17797.484917811616,20336.198559725068,14733.355404385255,14733.355404385255,11891.3434570254,12485.91062987667
2025-10-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,93065.84665239087,417.27323035283683,397.07054062131994,67647.67121147073,64372.44334365523,30252.309200580672,28766.894706960968,17797.484917811616,17145.81890382446,14733.355404385255,14733.355404385255,11891.3434570254,12485.91062987667
2025-11-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,77119.68755300243,417.27323035283683,375.84057676276365,67647.67121147073,60930.67543124771,30252.309200580672,27592.280380295015,17797.484917811616,18647.806538285156,14733.355404385255,14733.355404385255,11891.3434570254,11891.3434570254
2025-12-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,83751.4931229616,417.27323035283683,435.1910722507122,67647.67121147073,70552.48318922847,30252.309200580672,32293.05411887205,17797.484917811616,19785.85048313363,14733.355404385255,14733.355404385255,11891.3434570254,12485.91062987667
2026-01-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,91196.34697743454,417.27323035283683,425.6608713778916,67647.67121147073,69007.46220938106,30252.309200580672,30945.750211557002,17797.484917811616,19918.412307627408,14733.355404385255,14733.355404385255,11891.3434570254,12485.91062987667
2026-02-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,68883.39603894821,417.27323035283683,407.9720318059232,67647.67121147073,66139.77572380147,30252.309200580672,29904.850669942247,17797.484917811616,17120.789006487474,14733.355404385255,14733.355404385255,11891.3434570254,11891.3434570254
2026-03-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,76796.91312289354,417.27323035283683,364.2169125833129,67647.67121147073,59046.265515904845,30252.309200580672,26754.23214392573,17797.484917811616,17013.216558522923,14733.355404385255,14733.355404385255,11891.3434570254,11891.3434570254
2026-04-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,91471.62058716611,417.27323035283683,400.19482721798295,67647.67121147073,64878.947708391854,30252.309200580672,29756.12037384307,17797.484917811616,20713.41889495663,14733.355404385255,14733.355404385255,11891.3434570254,11891.3434570254
2026-05-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,74027.175803914,417.27323035283683,384.0177866456873,67647.67121147073,62256.35166770185,30252.309200580672,27981.752593815352,17797.484917811616,22150.915316050934,14733.355404385255,14733.355404385255,11891.3434570254,11891.3434570254
2026-06-01,RND-113,Biotechnology & Health Solutions,Government Crown Core,81851.97446880698,75118.7947431744,417.27323035283683,418.34943334997257,67647.67121147073,67822.14352651831,30252.309200580672,30036.935128557237,17797.484917811616,18771.087046330696,14733.355404385255,14733.355404385255,11891.3434570254,12485.91062987667
2025-07-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,95453.11927401648,499.54630602197267,477.04851159455836,81389.57107121748,77724.07336575525,36217.10718659302,35645.8806164454,17102.665879150536,18928.64082804025,18084.09169293067,18084.09169293067,7500.798177670399,7500.798177670399
2025-08-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,92827.87157090998,499.54630602197267,476.4114986273699,81389.57107121748,77620.28676671273,36217.10718659302,34929.22912439396,17102.665879150536,20296.054421986908,18084.09169293067,18084.09169293067,7500.798177670399,7500.798177670399
2025-09-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,90543.9345506169,499.54630602197267,472.9731916032833,81389.57107121748,77060.09378654633,36217.10718659302,35330.555761977295,17102.665879150536,17903.051360094396,18084.09169293067,18084.09169293067,7500.798177670399,7875.838086553919
2025-10-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,83158.42019153437,499.54630602197267,507.8439024844242,81389.57107121748,82741.47340511499,36217.10718659302,37655.64512003514,17102.665879150536,19645.294516962782,18084.09169293067,18084.09169293067,7500.798177670399,7875.838086553919
2025-11-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,98773.46025461267,499.54630602197267,468.8420949167319,81389.57107121748,76387.02667881487,36217.10718659302,35042.48726430362,17102.665879150536,14305.949432893061,18084.09169293067,18084.09169293067,7500.798177670399,7500.798177670399
2025-12-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,98601.48311897999,499.54630602197267,476.5760823644871,81389.57107121748,77647.10189797841,36217.10718659302,34726.18703284994,17102.665879150536,18524.306662925086,18084.09169293067,18084.09169293067,7500.798177670399,7875.838086553919
2026-01-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,94717.57089014088,499.54630602197267,500.5901031503789,81389.57107121748,81559.63378520864,36217.10718659302,36517.40281674867,17102.665879150536,19683.318923991614,18084.09169293067,18084.09169293067,7500.798177670399,7875.838086553919
2026-02-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,96776.6438856872,499.54630602197267,459.9900054106077,81389.57107121748,74944.78246781317,36217.10718659302,34367.945652878,17102.665879150536,20530.52847115095,18084.09169293067,18084.09169293067,7500.798177670399,7500.798177670399
2026-03-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,96285.8538499046,499.54630602197267,462.51222886815907,81389.57107121748,75355.72071894466,36217.10718659302,33948.619013642485,17102.665879150536,16867.51911732692,18084.09169293067,18084.09169293067,7500.798177670399,7500.798177670399
2026-04-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,102252.29716112293,499.54630602197267,492.6701785927614,81389.57107121748,80269.26439424262,36217.10718659302,35842.64504266217,17102.665879150536,19737.667380218812,18084.09169293067,18084.09169293067,7500.798177670399,7875.838086553919
2026-05-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,98424.96829893494,499.54630602197267,487.2742331946445,81389.57107121748,79390.11930562471,36217.10718659302,36543.5064962785,17102.665879150536,19069.688959471216,18084.09169293067,18084.09169293067,7500.798177670399,7875.838086553919
2026-06-01,RND-114,Biotechnology & Health Solutions,Commercial Enterprise Contract,100467.17607183706,97845.19496109715,499.54630602197267,496.8390004647531,81389.57107121748,80948.47795251242,36217.10718659302,36558.65525210826,17102.665879150536,15338.90405154058,18084.09169293067,18084.09169293067,7500.798177670399,7875.838086553919
2025-07-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,167610.29935680705,319.34776722474646,318.2630029550841,54890.43076291012,54703.9782990165,23152.713123794118,23761.20341842724,25316.734832244525,26949.103559256644,31527.55591523963,31527.55591523963,11377.519562527421,11377.519562527421
2025-08-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,178659.4902033948,319.34776722474646,310.0724135061486,54890.43076291012,53296.15576447592,23152.713123794118,22804.486644477616,25316.734832244525,29547.847328139185,31527.55591523963,31527.55591523963,11377.519562527421,11946.395540653792
2025-09-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,169048.0541216143,319.34776722474646,327.81202126836126,54890.43076291012,56345.29157054415,23152.713123794118,24549.398388309502,25316.734832244525,28059.072035168676,31527.55591523963,31527.55591523963,11377.519562527421,11946.395540653792
2025-10-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,171539.8939706216,319.34776722474646,308.0639198202452,54890.43076291012,52950.92997955213,23152.713123794118,22884.818449374146,25316.734832244525,29735.028938763306,31527.55591523963,31527.55591523963,11377.519562527421,11377.519562527421
2025-11-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,177077.18567334375,319.34776722474646,346.18184025054495,54890.43076291012,59502.7499292842,23152.713123794118,26059.422734605698,25316.734832244525,25473.99259044876,31527.55591523963,31527.55591523963,11377.519562527421,11946.395540653792
2025-12-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,169360.07455066216,319.34776722474646,284.19918939771094,54890.43076291012,48848.99012784265,23152.713123794118,21405.51779944453,25316.734832244525,24921.893514969463,31527.55591523963,31527.55591523963,11377.519562527421,11377.519562527421
2026-01-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,164155.45139941105,319.34776722474646,270.95002146254035,54890.43076291012,46571.684288093864,23152.713123794118,20206.631045312854,25316.734832244525,26011.79882457367,31527.55591523963,31527.55591523963,11377.519562527421,11946.395540653792
2026-02-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,184931.47076338876,319.34776722474646,299.48096199198756,54890.43076291012,51475.666017298114,23152.713123794118,22160.500929048445,25316.734832244525,26746.095623595615,31527.55591523963,31527.55591523963,11377.519562527421,11377.519562527421
2026-03-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,176943.5745932931,319.34776722474646,323.7517726472609,54890.43076291012,55647.40413029829,23152.713123794118,24071.703084120574,25316.734832244525,26594.864483956015,31527.55591523963,31527.55591523963,11377.519562527421,11946.395540653792
2026-04-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,162726.61442528781,319.34776722474646,312.1256789644629,54890.43076291012,53649.077052941226,23152.713123794118,23377.079094768833,25316.734832244525,31201.666970172475,31527.55591523963,31527.55591523963,11377.519562527421,11946.395540653792
2026-05-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,157122.68517657093,319.34776722474646,320.9146385985599,54890.43076291012,55159.74920971224,23152.713123794118,23199.046108943377,25316.734832244525,28354.60542626517,31527.55591523963,31527.55591523963,11377.519562527421,11377.519562527421
2026-06-01,RND-115,Biotechnology & Health Solutions,Commercial Enterprise Contract,175153.08841799796,149477.66153934397,319.34776722474646,299.88582443642855,54890.43076291012,51545.25496156479,23152.713123794118,21903.078516770107,25316.734832244525,27381.480574751426,31527.55591523963,31527.55591523963,11377.519562527421,11946.395540653792
2025-07-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,69549.62383956915,785.578408873635,794.2841001674732,118196.61511594841,119506.45666906775,56954.434643338536,57438.96385627487,17175.34165777682,17344.60598717901,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2025-08-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,83655.88802455498,785.578408873635,754.9792240430118,118196.61511594841,113592.72067150637,56954.434643338536,55424.393267127474,17175.34165777682,18993.24712034785,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2025-09-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,89035.77175554514,785.578408873635,782.7938900517527,118196.61511594841,117777.66177436532,56954.434643338536,58450.21780702569,17175.34165777682,18427.35920024247,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2025-10-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,83120.93025804016,785.578408873635,714.9020680953151,118196.61511594841,107562.78893842368,56954.434643338536,52352.151787596275,17175.34165777682,16333.474365593254,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2025-11-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,79106.97449887234,785.578408873635,780.1459810037378,118196.61511594841,117379.26247637672,56954.434643338536,56007.906264276375,17175.34165777682,17254.881072669363,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2025-12-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,85991.41146817926,785.578408873635,697.4133793574973,118196.61511594841,104931.47449765349,56954.434643338536,50536.447417491116,17175.34165777682,19841.259138519283,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
